"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","status_code","organisation_sub_type_code","commissioner","join_provider_purchaser_date","left_provider_purchaser_date","contact_telephone_number","null_4","null_5","null_6","amended_record_indicator","null_7","provider_purchaser","null_8","prescribing_setting","null_10","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"BB5 3BP","P81699","HIGHER HEYS SURGERY","Y62","Q84","HIGHER HEYS SURGERY","OSWALDWISTLE","ACCRINGTON","","","19740401",,"A","B","01A","20130401",,"01254 617974",,,,"0",,"01A",,"4",,"BB5  3BP","198001",,"3741","4272","E10000017","323","E07000120","E05005213","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFJ07","LYFJ07","1","30UGFJ","E00127167","Q84","Y51","E01025054","5","E02005220","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374104","427237","E00127167","E01025054","E02005220","E56000018","E54000048","0101000020E610000043942B9F1A2703C04A886BACD4DE4A40"
"BB5 4LF","P81711","DILL HALL SURGERY","Y62","Q84","6-8 CHURCH STREET","CHURCH","ACCRINGTON","","","19840501",,"A","B","01A","20130401",,"01254 617911",,,,"0",,"01A",,"4",,"BB5  4LF","198001",,"3743","4288","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE09","LYFE09","1","30UGFE","E00127117","Q84","Y51","E01025046","5","E02005216","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374327","428808","E00127117","E01025046","E02005216","E56000018","E54000048","0101000020E61000002874ADD0722003C0BDBE5CB7A3E04A40"
"BB5 4LF","P81166","DR BELLO'S SURGERY","Y62","Q84","6-8 CHURCH STREET","CHURCH","ACCRINGTON","","","19740401",,"A","B","01A","20130401",,"01254 617900",,,,"0",,"01A",,"4",,"BB5  4LF","198001",,"3743","4288","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE09","LYFE09","1","30UGFE","E00127117","Q84","Y51","E01025046","5","E02005216","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374327","428808","E00127117","E01025046","E02005216","E56000018","E54000048","0101000020E61000002874ADD0722003C0BDBE5CB7A3E04A40"
"BB5 5HU","P81218","THE CLAYTON MEDICAL CTR.","Y62","Q84","THE CLAYTON MEDICAL CTR.","WELLINGTON STREET","CLAYTON LE MOORS","LANCASHIRE","","19960101",,"A","B","01A","20130401",,"0844 4771761",,,,"0",,"01A",,"4",,"BB5  5HU","198001",,"3747","4309","E10000017","323","E07000120","E05005211","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFF08","LYFF08","1","30UGFF","E00127126","Q84","Y51","E01025050","5","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374787","430958","E00127126","E01025050","E02005213","E56000018","E54000048","0101000020E6100000ADD76CB3851203C01FF32DA81DE34A40"
"BB5 6AS","Y02605","AVHAC REGISTERED PATIENTS","Y62","Q84","AVCH","HAYWOOD ROAD","ACCRINGTON","LANCASHIRE","","20090401",,"A","B","01A","20130401",,"01254 770480",,,,"0",,"01A",,"4",,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","Y00478","MUSCULO-SKELETAL CLINIC","Y62","Q84","VICTORIA SUITE","VICTORIA COMMUNITY HPL","HAYWOOD ROAD","ACCRINGTON LANCASHIRE","","20040401",,"A","B","01A","20130401",,"01254 263555",,,,"0",,"01A",,"9",,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","Y04202","AVHAC WALK IN PATIENTS WIC","Y62","Q84","AVCH","HAYWOOD ROAD","ACCRINGTON","LANCASHIRE","","20130501",,"A","B","01A","20130501",,"01254 770480",,,,"0",,"01A",,"1",,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","Y04166","LEEDS AQP OPHTHALMOLOGY","Y63","Q72","ABOUT HEALTH ADMIN CENTRE","HAYWOOD ROAD","ACCRINGTON","LANCASHIRE","","20130603",,"A","B","15F","20180401",,"01254 282930",,,,"0",,"15F",,"11",,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","Y01960","MINOR INJURIES UNIT","Y62","Q84","ACCRINGTON VIC COM HOSP","HAYWOOD ROAD","ACCRINGTON","LANCASHIRE","","20070401",,"A","B","01A","20130401",,"01254 294623",,,,"0",,"01A",,"1",,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","Y03753","ABOUT HEALTH ADMIN CENTRE","Y61","Q79","ACCRINGTON VICTORIA HOSP","HAYWOOD ROAD","ACCRINGTON","LANCASHIRE","","20130201",,"D","B","06N","20130401",,"01254 282930",,,,"0",,"06N",,"11",,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB6 7QR","P81730","GREAT HARWOOD MEDICAL GROUP","Y62","Q84","GREAT HARWOOD HEALTH CTR.","WATER STREET, GT HARWOOD","BLACKBURN","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01254 617570",,,,"0",,"01A",,"4",,"BB6  7QR","198001",,"3735","4325","E10000017","323","E07000120","E05005216","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFN05","LYFN05","1","30UGFN","E00127201","Q84","Y51","E01025066","5","E02005212","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","373504","432524","E00127201","E01025066","E02005212","E56000018","E54000048","0101000020E6100000A4332FC2AA3A03C0153FB9C3E8E44A40"
"BB6 7QR","P81659","THE ROYLE","Y62","Q84","GREAT HARWOOD HEALTH CTR.","WATER STREET, GT HARWOOD","BLACKBURN","LANCASHIRE","","19740401",,"D","B","01A","20130401",,"01254 617580",,,,"0",,"01A",,"4",,"BB6  7QR","198001",,"3735","4325","E10000017","323","E07000120","E05005216","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFN05","LYFN05","1","30UGFN","E00127201","Q84","Y51","E01025066","5","E02005212","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","373504","432524","E00127201","E01025066","E02005212","E56000018","E54000048","0101000020E6100000A4332FC2AA3A03C0153FB9C3E8E44A40"
"BB7 2JG","P81100","THE CASTLE MEDICAL GROUP","Y62","Q84","THE CASTLE MEDICAL GROUP","CLITHEROE HEALTH CENTRE","RAILWAY VIEW ROAD","CLITHEROE, LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01200 413535",,,,"0",,"01A",,"4",,"BB7  2JG","198001",,"3742","4420","E10000017","323","E07000124","E05012018","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFM06","MCFM06","1","30ULFM","E00128635","Q84","Y51","E01025344","5","E02005271","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","374245","442044","E00128635","E01025344","E02005271","E56000018","E54000048","0101000020E61000001032DD26462503C02D6932B6DDEF4A40"
"BB7 2JG","P81069","PENDLESIDE MEDICAL PRACT","Y62","Q84","PENDLESIDE MEDICAL PRACT","CLITHEROE HEALTH CENTRE","RAILWAY VIEW RD,CLITHEROE","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01200 413600",,,,"0",,"01A",,"4",,"BB7  2JG","198001",,"3742","4420","E10000017","323","E07000124","E05012018","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFM06","MCFM06","1","30ULFM","E00128635","Q84","Y51","E01025344","5","E02005271","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","374245","442044","E00128635","E01025344","E02005271","E56000018","E54000048","0101000020E61000001032DD26462503C02D6932B6DDEF4A40"
"BB7 3EP","P81620","SLAIDBURN HEALTH CENTRE","Y62","Q84","SLAIDBURN HEALTH CENTRE","TOWNEND, SLAIDBURN","CLITHEROE","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01200 413640",,,,"1",,"01A",,"4",,"BB7  3EP","198001",,"3709","4524","E10000017","323","E07000124","E05012002","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFE05","MCFE05","1","30ULFE","E00128516","Q84","Y51","E01025320","7","E02005270","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","370970","452451","E00128516","E01025320","E02005270","E56000018","E54000048","0101000020E6100000650ECF6B508D03C0B9C0E2E8D0FB4A40"
"BB7 4HX","Y05470","BMI GISBURNE PARK HOSPITAL","Y62","Q84","PARK ROAD","","GISBURN","LANCASHIRE","","20160701",,"A","B","01A","20160701",,"01200 445693",,,,"0",,"01A",,"10",,"BB7  4HX","199806",,"3825","4497","E10000017","323","E07000124","E05012011","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFL04","MCFL04","1","30ULFL","E00128567","Q84","Y51","E01025331","7","E02005270","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","382535","449724","E00128567","E01025331","E02005270","E56000018","E54000048","0101000020E6100000220E957FF52302C0A29F1EE9BEF84A40"
"BB7 9SL","Y04905","RIBBLESDALE LOCALITY NMPS","Y62","Q84","WHALLEY MEDICAL CENTRE","42 KING STREET","WHALLEY","LANCASHIRE","","20141223",,"A","B","01A","20141223",,"01254 823273",,,,"0",,"01A",,"9",,"BB7  9SL","199405",,"3733","4360","E10000017","323","E07000124","E05012022","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFY05","MCFY05","1","30ULFY","E00128663","Q84","Y51","E01025351","6","E02005276","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","373346","436023","E00128663","E01025351","E02005276","E56000018","E54000048","0101000020E610000016B6F985334003C0F393F7FCEEE84A40"
"BB7 9SL","P81017","WHALLEY MEDICAL CENTRE","Y62","Q84","WHALLEY MEDICAL CENTRE","42 KING STREET, WHALLEY","CLITHEROE","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01254 287100",,,,"0",,"01A",,"4",,"BB7  9SL","199405",,"3733","4360","E10000017","323","E07000124","E05012022","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFY05","MCFY05","1","30ULFY","E00128663","Q84","Y51","E01025351","6","E02005276","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","373346","436023","E00128663","E01025351","E02005276","E56000018","E54000048","0101000020E610000016B6F985334003C0F393F7FCEEE84A40"
"BB8 0JZ","P81025","THE RICHMOND HILL PRACTICE","Y62","Q84","COLNE HEALTH CENTRE","CRADDOCK ROAD","COLNE","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01282 731731",,,,"0",,"01A",,"4",,"BB8  0JZ","198106",,"3891","4400","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT05","MAFT05","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389174","440028","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E6100000136330A71C5401C0774B42539DED4A40"
"BB8 0JZ","P81634","COLNE CORNER SURGERY","Y54","Q84","COLNE HEALTH CENTRE","CRADDOCK ROAD","COLNE","LANCASHIRE","","19740401","20170731","C","B","01A","20130401","20170731","01282 731250",,,,"0",,"01A",,"4",,"BB8  0JZ","198106",,"3891","4400","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT05","MAFT05","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389174","440028","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E6100000136330A71C5401C0774B42539DED4A40"
"BB8 0JZ","P81778","DR A K JHA (SH)","Y62","Q84","THE COLNE FAMILY PRACTICE","CRADDOCK ROAD","COLNE","LANCASHIRE","","19990329",,"D","B","01A","20130401",,"01282 731560",,,,"1",,"01A",,"4",,"BB8  0JZ","198106",,"3891","4400","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT05","MAFT05","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389174","440028","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E6100000136330A71C5401C0774B42539DED4A40"
"BB8 0LJ","P81641","THE HORSFIELD PRACTICE","Y54","Q47","COLNE HEALTH CENTRE","MARKET STREET","COLNE","","","19740401","20141130","C","B","01A","20130401","20141130","01282 867000",,,,"0",,"01A",,"4",,"BB8  0LJ","198001",,"3891","4401","E10000017","323","E07000122","E05005261","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFL08","MAFL08","1","30UJFL","E00127935","Q84","Y51","E01025207","5","E02005243","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389100","440140","E00127935","E01025207","E02005243","E56000018","E54000048","0101000020E61000002815D2966C5601C0B1766A42BEED4A40"
"BB8 8QU","P81732","HARAMBEE SURGERY","Y62","Q84","HARAMBEE SURGERY","27 SKIPTON RD, TRAWDEN","COLNE","LANCASHIRE","","19871005",,"A","B","01A","20130401",,"01282 868482",,,,"0",,"01A",,"4",,"BB8  8QU","198001",,"3910","4390","E10000017","323","E07000122","E05005252","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFB09","MAFB09","1","30UJFB","E00127804","Q84","Y51","E01025180","5","E02005245","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","391098","439061","E00127804","E01025180","E02005245","E56000018","E54000048","0101000020E61000002AEE3A31261801C0BF24F3BD81EC4A40"
"BB9 5RZ","P81070","PENDLE VIEW MEDICAL CTRE","Y62","Q84","PENDLE VALLEY MEDICAL CTR","47 ARTHUR ST, BRIERFIELD","NELSON","","","19740401",,"A","B","01A","20130401",,"01282 614599",,,,"0",,"01A",,"4",,"BB9  5RZ","198001",,"3848","4366","E10000017","323","E07000122","E05005254","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD05","MAFD05","1","30UJFD","E00127842","Q84","Y51","E01025185","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384809","436664","E00127842","E01025185","E02005252","E56000018","E54000048","0101000020E61000009B7D34A1ACDB01C044BE2AF8BAE94A40"
"BB9 5SN","P81797","BRIERFIELD PMS","Y54","Q73","BRIERFIELD HEALTH CENTRE","ARTHUR STREET, BRIERFIELD","NELSON","","","20030201","20160531","C","B","01A","20130401","20160531","01282 615175",,,,"0",,"01A",,"4",,"BB9  5SN","198001",,"3847","4364","E10000017","323","E07000122","E05005254","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD04","MAFD04","1","30UJFD","E00127834","Q84","Y51","E01025186","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384765","436475","E00127834","E01025186","E02005252","E56000018","E54000048","0101000020E6100000AC69722306DD01C0D6838A4383E94A40"
"BB9 7SR","P81736","WHITEFIELD HEALTHCARE","Y62","Q84","YARNSPINNERS PRIMARY HCC","YARNSPINNERS WHARF","CARR ROAD, NELSON","LANCASHIRE","","19881001",,"A","B","01A","20130401",,"01282 657700",,,,"0",,"01A",,"4",,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 7SR","P81170","DR MALIK & PARTNER","Y62","Q84","YARNSPINNERS PRIMARY HCC","YARNSPINNERS WHARF","CARR ROAD, NELSON","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01282 657710",,,,"0",,"01A",,"4",,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 7SR","P81731","DR JEHANGIR (SH)","Y62","Q84","YARNSPINNERS PRIMARY HCC","YARNSPINNERS WHARF","CARR ROAD, NELSON","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01282 657680",,,,"0",,"01A",,"4",,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 7SR","Y02467","DEPT OF ELDERLY MEDICINE - NELSON","Y62","Q84","DEPT OF ELDERLY MEDICINE","YARNSPINNERS HC","NELSON","LANCASHIRE","","20081103",,"A","B","01A","20130401",,"01282 657727",,,,"0",,"01A",,"9",,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 7SR","P81032","REEDYFORD HLTH CARE GROUP","Y62","Q84","YARNSPINNERS PRIMARY HCC","YARNSPINNERS WHARF","CARR ROAD, NELSON","LANCASHIRE","","19740401",,"A","B","01A","20130401",,"01282 657575",,,,"0",,"01A",,"4",,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 7SR","P81123","PWE HEALTHCARE PENDLE","Y62","Q84","YARNSPINNERS PRIMARY HCC","CARR ROAD","NELSON","","","19740401",,"A","B","01A","20130401",,"01282 657657",,,,"0",,"01A",,"4",,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 8AS","Y05679","APPLIANCE PRESCRIPTION SERVICE","Y62","Q84","MEDICINES MANAGEMENT","WALSHAW HOUSE, REGENT ST","NELSON","","","20170113",,"A","B","01A","20170113",,"01282 644801",,,,"0",,"01A",,"0",,"BB9  8AS","200909",,"3867","4392","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC01","MAFC01","1","30UJFC","E00127816","Q84","Y51","E01025181","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386759","439218","E00127816","E01025181","E02005248","E56000018","E54000048","0101000020E6100000F205B64C3B9F01C097A620EBACEC4A40"
"BB9 8AS","Y02745","SAS ELPCT HRV","Y54","Q47","SAS ELPCT HRV","WALSHAW HSE, REGENT ST","NELSON","","","20090601","20131130","C","B","01A","20090601","20131130","01282 644700",,,,"0",,"5NH",,"0",,"BB9  8AS","200909",,"3867","4392","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC01","MAFC01","1","30UJFC","E00127816","Q84","Y51","E01025181","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386759","439218","E00127816","E01025181","E02005248","E56000018","E54000048","0101000020E6100000F205B64C3B9F01C097A620EBACEC4A40"
"BB9 8QP","P81757","BARROWFORD SURGERY","Y62","Q84","BARROWFORD SURGERY","RIDGEWAY, BARROWFORD","NELSON","LANCASHIRE","","19930222",,"A","B","01A","20130401",,"01282 612621",,,,"0",,"01A",,"4",,"BB9  8QP","198001",,"3853","4391","E10000017","323","E07000122","E05005250","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFA08","MAFA08","1","30UJFA","E00127770","Q84","Y51","E01025175","5","E02005247","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385375","439167","E00127770","E01025175","E02005247","E56000018","E54000048","0101000020E6100000A8011A734FCA01C0A05BF6AB9CEC4A40"
"BB9 9XB","Y01867","EARLY BREAK","Y62","Q84","ST PHILLIPS GRASSROOT CTR","LEEDS RD","NELSON","","","20070101",,"A","B","01A","20130401",,"01282 604022",,,,"0",,"01A",,"8",,"BB9  9XB","198001",,"3864","4381","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC07","MAFC07","1","30UJFC","E00127812","Q84","Y51","E01025184","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386421","438135","E00127812","E01025184","E02005248","E56000018","E54000048","0101000020E610000008FE9698A7A901C006B921AC6DEB4A40"
"FY1 2HH","P81063","ST PAULS MEDICAL CENTRE","Y62","Q84","ST PAULS MEDICAL CENTRE","DICKSON ROAD","BLACKPOOL","LANCASHIRE","","19740401",,"A","B","00R","20130401",,"01253 623896",,,,"0",,"00R",,"4",,"FY1  2HH","200006",,"3307","4374","E99999999","325","E06000009","E05001647","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFX17","LTFX17","1","00EYMX","E00063934","Q84","Y51","E01012681","5","E02002638","N01","N51","Q13","5HP","Y42","E14000572","Y1701","5HP","330777","437452","E00063934","E01012681","E02002638","E56000018","E54000048","0101000020E6100000556D6E9EF26C08C040E801E012EA4A40"
"FY1 3HP","P81760","GORTON MEDICAL CENTRE","Y54","Q84","GORTON STREET","","BLACKPOOL","","","19931111","20181130","C","B","00R","20130401","20181130","01253 657440",,,,"0",,"00R",,"4",,"FY1  3HP","198001",,"3313","4368","E99999999","325","E06000009","E05001646","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFD01","LTFD01","1","00EYMD","E00063914","Q84","Y51","E01012679","5","E02002640","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","331351","436816","E00063914","E01012679","E02002640","E56000018","E54000048","0101000020E6100000E5DFECA9CC5A08C02FD1B9175AE94A40"
"FY1 3JG","P81004","ELIZABETH STREET SURGERY","Y62","Q84","ELIZABETH STREET SURGERY","61 ELIZABETH STREET","BLACKPOOL","LANCASHIRE","","19740401",,"A","B","00R","20130401",,"01253 628949",,,,"0",,"00R",,"4",,"FY1  3JG","198001",,"3313","4365","E99999999","325","E06000009","E05001646","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFD02","LTFD02","1","00EYMT","E00063902","Q84","Y51","E01012679","5","E02002640","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","331392","436568","E00063902","E01012679","E02002640","E56000018","E54000048","0101000020E6100000D6F4C921695908C0B985113E11E94A40"
"FY1 3PX","P81791","BLACKPOOL SUBSTANCE MISUSE SERVICE","Y62","Q84","258 CHURCH STREET","BLACKPOOL","LANCASHIRE","","","20020401",,"A","B","00R","20141101",,"01253 340108",,,,"1",,"AKQ",,"8",,"FY1  3PX","198001",,"3313","4363","E99999999","325","E06000009","E05001659","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFT04","LTFT04","1","00EYMT","E00064233","Q84","Y51","E01012737","5","E02002642","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","331363","436320","E00064233","E01012737","E02002642","E56000018","E54000048","0101000020E61000002FA343FE325A08C033F6C416C8E84A40"
"FY1 4LN","P81042","ADELAIDE STREET SURGERY","Y62","Q84","118 ADELAIDE STREET","","BLACKPOOL","LANCASHIRE","","19740401",,"A","B","00R","20130401",,"01253 620725",,,,"0",,"00R",,"4",,"FY1  4LN","198001",,"3310","4361","E99999999","325","E06000009","E05001659","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFT01","LTFT01","1","00EYMT","E00064231","Q84","Y51","E01012737","5","E02002642","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","331074","436183","E00064231","E01012737","E02002642","E56000018","E54000048","0101000020E610000063C0A9F31F6308C0D7E3027E9EE84A40"
"FY1 4NF","P81043","SOUTH KING STREET MEDICAL CENTRE","Y62","Q84","THE MEDICAL CENTRE","25 SOUTH KING STREET","BLACKPOOL","LANCASHIRE","","19740401",,"A","B","00R","20130401",,"01253 626637",,,,"0",,"00R",,"4",,"FY1  4NF","198001",,"3311","4361","E99999999","325","E06000009","E05001659","1","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFT06","LTFT06","1","00EYMT","E00064218","Q84","Y51","E01012736","5","E02002642","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","331109","436120","E00064218","E01012736","E02002642","E56000018","E54000048","0101000020E61000007E775AE0016208C0F55FD1178CE84A40"
