"id","names_uri","name1","name1_lang","name2","name2_lang","type","local_type","geometry_x","geometry_y","most_detail_view_res","least_detail_view_res","mbr_xmin","mbr_ymin","mbr_xmax","mbr_ymax","postcode_district","postcode_district_uri","populated_place","populated_place_uri","populated_place_type","district_borough","district_borough_uri","district_borough_type","county_unitary","county_unitary_uri","county_unitary_type","region","region_uri","country","country_uri","related_spatial_object","same_as_dbpedia","same_as_geonames","geom"
"osgb4000000074562807","http://data.ordnancesurvey.co.uk/id/4000000074562807","Little Arrow",,"",,"populatedPlace","Hamlet","329042","494994","5000","25000","328838","494811","329338","495361","LA21","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA21",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000BB0BD05E97BE08C0C9BD03713A2C4B40"
"osgb4000000074560592","http://data.ordnancesurvey.co.uk/id/4000000074560592","Bandrake Head",,"",,"populatedPlace","Hamlet","331331","487229","5000","25000","331089","486933","331589","487433","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Bandrake_Head","","0101000020E6100000A60358F7D37208C08E3C276256234B40"
"osgb4000000074561432","http://data.ordnancesurvey.co.uk/id/4000000074561432","Cunsey",,"",,"populatedPlace","Hamlet","338167","494258","5000","25000","337820","493170","338320","494319","LA22","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA22",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000009002B54AD89E07C0A15650B7882B4B40"
"osgb4000000074562014","http://data.ordnancesurvey.co.uk/id/4000000074562014","Fell Foot",,"",,"populatedPlace","Hamlet","338182","487044","5000","25000","337941","486778","338441","487278","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000004AC1AE1B4F9B07C06D4B3E9A3C234B40"
"osgb4000000074563210","http://data.ordnancesurvey.co.uk/id/4000000074563210","Beanthwaite",,"",,"populatedPlace","Hamlet","324710","484807","5000","25000","324445","484559","324964","485059","LA17","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA17",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E610000021DB2A84C64109C04D3E75AD6E204B40"
"osgb4000000074562012","http://data.ordnancesurvey.co.uk/id/4000000074562012","Seatle",,"",,"populatedPlace","Hamlet","337859","483124","5000","25000","337616","482868","338116","483368","LA11","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA11",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000006744CD42CCA307C0FDA81D0FB91E4B40"
"osgb4000000074562222","http://data.ordnancesurvey.co.uk/id/4000000074562222","Rusland Cross",,"",,"populatedPlace","Hamlet","334033","488838","5000","25000","333742","488509","334242","489009","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000D28C6CB2961E08C0044800D33B254B40"
"osgb4000000074560591","http://data.ordnancesurvey.co.uk/id/4000000074560591","Colton",,"",,"populatedPlace","Hamlet","331677","485934","5000","25000","331198","485489","331867","486249","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Colton,_Cumbria","http://sws.geonames.org/2652522","0101000020E6100000A5ECD269576708C0B0D45999DA214B40"
"osgb4000000074562220","http://data.ordnancesurvey.co.uk/id/4000000074562220","Crosslands",,"",,"populatedPlace","Hamlet","334275","489462","5000","25000","334118","489213","334618","489713","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Crosslands","","0101000020E6100000B8AED9E5411708C000552095F4254B40"
"osgb4000000074579484","http://data.ordnancesurvey.co.uk/id/4000000074579484","Stanley Gate",,"",,"populatedPlace","Hamlet","344152","405295","5000","25000","344055","405067","344555","405567","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000A0B60F66F3C006C031E136C449C54A40"
"osgb4000000074551198","http://data.ordnancesurvey.co.uk/id/4000000074551198","Robin Hood",,"",,"populatedPlace","Hamlet","352082","411587","5000","25000","351886","411193","352411","411847","WN6","http://data.ordnancesurvey.co.uk/id/postcodedistrict/WN6",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000F446CAABE2CD05C098D53F84A0CC4A40"
"osgb4000000074550901","http://data.ordnancesurvey.co.uk/id/4000000074550901","Bowker's Green",,"",,"populatedPlace","Hamlet","340633","404321","5000","25000","340389","404060","340889","404560","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000003A85C9324F2D07C03FA9D4411EC44A40"
"osgb4000000074543537","http://data.ordnancesurvey.co.uk/id/4000000074543537","Wrightington",,"",,"populatedPlace","Hamlet","352680","412389","5000","25000","352091","411409","352821","412858","WN6","http://data.ordnancesurvey.co.uk/id/postcodedistrict/WN6",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000008C78369CA1BB05C06D50477E8ECD4A40"
"osgb4000000074579488","http://data.ordnancesurvey.co.uk/id/4000000074579488","Royal Oak",,"",,"populatedPlace","Hamlet","341787","403643","5000","25000","341487","403318","342189","403910","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000E3D1AF46660907C0BCEA0CD45AC34A40"
"osgb4000000074579845","http://data.ordnancesurvey.co.uk/id/4000000074579845","Scarth Hill",,"",,"populatedPlace","Hamlet","342856","406515","5000","25000","342647","406331","343147","406986","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000D88C7B8274E906C016748979ACC64A40"
"osgb4000000074548184","http://data.ordnancesurvey.co.uk/id/4000000074548184","Chorley",,"",,"populatedPlace","Town","358273","417723","33000","2000000","356353","414874","360462","419889","PR7","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR7",,,,"Chorley","http://data.ordnancesurvey.co.uk/id/7000000000004768","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Chorley","http://sws.geonames.org/2653086","0101000020E6100000C7D47884001005C05FD26102C1D34A40"
"osgb4000000074578308","http://data.ordnancesurvey.co.uk/id/4000000074578308","Walthew Green",,"",,"populatedPlace","Hamlet","352093","407294","5000","25000","351948","407056","352448","407556","WN8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/WN8",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000B097854531CC05C02397E23DB0C74A40"
"osgb4000000074551552","http://data.ordnancesurvey.co.uk/id/4000000074551552","High Moor",,"",,"populatedPlace","Hamlet","350916","411832","5000","25000","350612","411537","351139","412037","WN6","http://data.ordnancesurvey.co.uk/id/postcodedistrict/WN6",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000006354DE570BF205C0A13D3820E5CC4A40"
"osgb4000000074579610","http://data.ordnancesurvey.co.uk/id/4000000074579610","Skelmersdale",,"",,"populatedPlace","Town","348767","406124","34000","2000000","346040","403341","351156","408540","WN8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/WN8",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Skelmersdale","http://sws.geonames.org/2637752","0101000020E61000007F1ACE199F3206C0184B855B4DC64A40"
"osgb4000000074579963","http://data.ordnancesurvey.co.uk/id/4000000074579963","Hurlston",,"",,"populatedPlace","Hamlet","340087","411191","5000","25000","339999","410911","340576","411411","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000009CA87451E14007C08F77086203CC4A40"
"osgb4000000074578671","http://data.ordnancesurvey.co.uk/id/4000000074578671","Sollom",,"",,"populatedPlace","Hamlet","345520","418778","5000","25000","345269","418483","345897","419080","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Sollom","http://sws.geonames.org/2637544","0101000020E610000043D3FFC7839B06C052820B2ED1D44A40"
"osgb4000000074579847","http://data.ordnancesurvey.co.uk/id/4000000074579847","Ormskirk",,"",,"populatedPlace","Town","341492","408389","30000","2000000","339254","405120","343376","409803","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Ormskirk","http://sws.geonames.org/2640908","0101000020E61000004CCD4A70551407C07413896CCFC84A40"
"osgb4000000074579726","http://data.ordnancesurvey.co.uk/id/4000000074579726","Dalton",,"",,"populatedPlace","Hamlet","349458","408106","5000","25000","349274","407903","349774","408403","WN8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/WN8",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000E8602C37EC1D06C0CA30F84297C84A40"
"osgb4000000074579483","http://data.ordnancesurvey.co.uk/id/4000000074579483","Bickerstaffe",,"",,"populatedPlace","Hamlet","344550","404204","5000","25000","344211","403826","344711","404556","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Bickerstaffe","http://sws.geonames.org/2655725","0101000020E61000009A8DBB7141B406C000945CDA09C44A40"
"osgb4000000074338107","http://data.ordnancesurvey.co.uk/id/4000000074338107","Brighouse Green",,"",,"populatedPlace","Hamlet","344766","407240","5000","25000","344514","406966","345014","407478","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000CDE613D1AEAE06C078238DB288C74A40"
"osgb4000000074548951","http://data.ordnancesurvey.co.uk/id/4000000074548951","Shaw Green",,"",,"populatedPlace","Hamlet","352883","418857","5000","25000","352746","418520","353381","419142","PR7","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR7",,,,"Chorley","http://data.ordnancesurvey.co.uk/id/7000000000004768","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000006A6A671A5CB705C07520A5EFFFD44A40"
"osgb4000000074330637","http://data.ordnancesurvey.co.uk/id/4000000074330637","Four Lane Ends",,"",,"populatedPlace","Hamlet","345186","405012","5000","25000","345036","404797","345536","405297","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000473765D4E5A006C059ECF5FFF9C44A40"
"osgb4000000074579844","http://data.ordnancesurvey.co.uk/id/4000000074579844","Lathom",,"",,"populatedPlace","Hamlet","345389","409229","5000","25000","345270","409054","345770","410203","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Lathom","","0101000020E610000069839E30239C06C073363598D4C94A40"
"osgb4000000074548570","http://data.ordnancesurvey.co.uk/id/4000000074548570","Charnock Green",,"",,"populatedPlace","Hamlet","355270","416748","5000","25000","355022","416535","355522","417035","PR7","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR7",,,,"Chorley","http://data.ordnancesurvey.co.uk/id/7000000000004768","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E610000036B8B28CC26C05C08A2BDCB699D24A40"
"osgb4000000074578546","http://data.ordnancesurvey.co.uk/id/4000000074578546","Tarlscough",,"",,"populatedPlace","Hamlet","343343","414189","5000","25000","343160","413923","343660","414423","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Tarlscough","","0101000020E6100000A626892C43DD06C040D40F2982CF4A40"
"osgb4000000074551268","http://data.ordnancesurvey.co.uk/id/4000000074551268","Bispham Green",,"",,"populatedPlace","Hamlet","348974","413322","5000","25000","348719","413113","349219","413619","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000BF1B1FA6A32E06C09083DFD695CE4A40"
"osgb4000000074548947","http://data.ordnancesurvey.co.uk/id/4000000074548947","Bolton Green",,"",,"populatedPlace","Hamlet","355731","417576","5000","25000","355006","417197","355822","417778","PR7","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR7",,,,"Chorley","http://data.ordnancesurvey.co.uk/id/7000000000004768","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Bolton_Green","","0101000020E6100000927264AAB85E05C04C5219DA8ED34A40"
"osgb4000000074574444","http://data.ordnancesurvey.co.uk/id/4000000074574444","Higher Bartle",,"",,"populatedPlace","Hamlet","350258","433376","5000","25000","350099","433077","350624","433711","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Preston","http://data.ordnancesurvey.co.uk/id/7000000000004853","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000000E8182DC800D06C0ED1993B9ABE54A40"
"osgb4000000074550448","http://data.ordnancesurvey.co.uk/id/4000000074550448","Bamber Bridge",,"",,"populatedPlace","Town","356424","426319","46000","2000000","353688","421643","358589","428705","PR5","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR5",,,,"South Ribble","http://data.ordnancesurvey.co.uk/id/7000000000004834","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Bamber_Bridge","http://sws.geonames.org/2656426","0101000020E610000095F695F1C54B05C0D7DC359A9FDD4A40"
"osgb4000000074579732","http://data.ordnancesurvey.co.uk/id/4000000074579732","Roseacre",,"",,"populatedPlace","Hamlet","342760","437230","5000","25000","342671","436609","343839","437294","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000009FEE80CB0EF806C083D4B45A01EA4A40"
"osgb4000000074551270","http://data.ordnancesurvey.co.uk/id/4000000074551270","Cuddy Hill",,"",,"populatedPlace","Hamlet","349304","437490","5000","25000","348951","437152","349694","437725","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Preston","http://data.ordnancesurvey.co.uk/id/7000000000004853","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000006E58B70E8D2C06C0D45B973B64EA4A40"
"osgb4000000074338097","http://data.ordnancesurvey.co.uk/id/4000000074338097","Cuerden",,"",,"populatedPlace","Hamlet","356157","423810","5000","25000","355903","423587","356584","424087","PR5","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR5",,,,"Chorley","http://data.ordnancesurvey.co.uk/id/7000000000004768","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Cuerden","","0101000020E61000005B6E7AD7545305C0273BB6F6BBDA4A40"
"osgb4000000074574440","http://data.ordnancesurvey.co.uk/id/4000000074574440","Fulwood",,"",,"populatedPlace","Town","353096","432987","34000","2000000","350530","431138","355781","434227","PR2","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR2",,,,"Preston","http://data.ordnancesurvey.co.uk/id/7000000000004853","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Fulwood,_Lancashire","","0101000020E6100000B6D75C1A28B505C09A8060D241E54A40"
"osgb4000000074579378","http://data.ordnancesurvey.co.uk/id/4000000074579378","Blackleach",,"",,"populatedPlace","Hamlet","347652","434450","5000","25000","347180","433846","347904","434785","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Preston","http://data.ordnancesurvey.co.uk/id/7000000000004853","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000848274BFE35E06C0DEF38E9CDFE64A40"
