"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","null_1","organisation_sub_type_code","parent_organisation_code","null_2","null_3","contact_telephone_number","null_4","null_5","null_6","amended_record_indicator","null_7","gor_code","null_8","null_9","null_10","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"BB5 1PB","RXR82","ACCRINGTON PALS PHCC","Y62","Q84","1 PARADISE STREET","","","ACCRINGTON","LANCASHIRE","20071001",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  1PB","198001",,"3759","4283","E10000017","323","E07000120","E05005207","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFB04","LYFB04","1","30UGFB","E00127073","Q84","Y51","E01025036","5","E02005219","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375993","428381","E00127073","E01025036","E02005219","E56000018","E54000048","0101000020E610000047D7006CA2EC02C032D5AC9228E04A40"
"BB5 1QE","RXR66","KING STREET SURGERY","Y62","Q84","43 KING STREET","","","ACCRINGTON","LANCASHIRE","20110401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  1QE","198001",,"3757","4286","E10000017","323","E07000120","E05005209","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFD01","LYFD01","1","30UGFD","E00127100","Q84","Y51","E01025041","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375739","428682","E00127100","E01025041","E02005217","E56000018","E54000048","0101000020E6100000565CF15492F402C0D40C94D580E04A40"
"BB5 1RT","RW5PR","CASH EAST LANCASHIRE","Y62","Q84","ACORN HEALTH CENTRE","421 BLACKBURN ROAD","","ACCRINGTON","LANCASHIRE","20171001",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  1RT","200710",,"3747","4285","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE13","LYFE13","1","30UGFE","E00127111","Q84","Y51","E01025047","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374719","428509","E00171910","E01033231","E02005217","E56000018","E54000048","0101000020E610000088011B03391403C02A9FA4494CE04A40"
"BB5 1RT","RW5QJ","ACORN PRIMARY HEALTH CARE CENTRE","Y62","Q84","421 BLACKBURN ROAD","","","ACCRINGTON","LANCASHIRE","20151001",,,"","RW5",,,,,,,"0",,"B",,,,"BB5  1RT","200710",,"3747","4285","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE13","LYFE13","1","30UGFE","E00127111","Q84","Y51","E01025047","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374719","428509","E00171910","E01033231","E02005217","E56000018","E54000048","0101000020E610000088011B03391403C02A9FA4494CE04A40"
"BB5 1RT","RXR74","ACORN PRIMARY HEALTH CARE CENTRE","Y62","Q84","421 BLACKBURN ROAD","","","ACCRINGTON","LANCASHIRE","20101001",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  1RT","200710",,"3747","4285","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE13","LYFE13","1","30UGFE","E00127111","Q84","Y51","E01025047","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374719","428509","E00171910","E01033231","E02005217","E56000018","E54000048","0101000020E610000088011B03391403C02A9FA4494CE04A40"
"BB5 1RT","RXL0E","U25 SEXUAL HEALTH SERVICES EAST LANCSHIRE","Y62","Q84","ACORN PRIMARY CARE CENTRE","421 BLACKBURN ROAD","","ACCRINGTON","","20190401",,,"","RXL",,,,,,,"1",,"B",,,,"BB5  1RT","200710",,"3747","4285","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE13","LYFE13","1","30UGFE","E00127111","Q84","Y51","E01025047","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374719","428509","E00171910","E01033231","E02005217","E56000018","E54000048","0101000020E610000088011B03391403C02A9FA4494CE04A40"
"BB5 1RT","RXLC4","SEXUAL HEALTH CLINIC","Y62","Q84","ACORN PRIMARY CARE CENTRE","421 BLACKBURN ROAD","","ACCRINGTON","LANCASHIRE","20161001",,,"","RXL",,,,,,,"0",,"B",,,,"BB5  1RT","200710",,"3747","4285","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE13","LYFE13","1","30UGFE","E00127111","Q84","Y51","E01025047","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374719","428509","E00171910","E01033231","E02005217","E56000018","E54000048","0101000020E610000088011B03391403C02A9FA4494CE04A40"
"BB5 1SA","RXR94","HOLLY HOUSE CHILD DEVELOPMENT CENTRE","Y62","Q84","ACORN PRIMARY HEALTH CARE CENTRE","421 BLACKBURN ROAD","","ACCRINGTON","LANCASHIRE","20050401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  1SA","198001",,"3747","4285","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE12","LYFE12","1","30UGFE","E00127110","Q84","Y51","E01025047","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374770","428553","E00127110","E01033231","E02005217","E56000018","E54000048","0101000020E61000002B98DB69A51203C09551DC5359E04A40"
"BB5 1SP","RXRA0","1ST STEPS CHILDREN'S CENTRE","Y62","Q84","PRINCESS STREET","","","ACCRINGTON","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  1SP","198001",,"3749","4286","E10000017","323","E07000120","E05005209","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFD04","LYFD04","1","30UGFD","E00127101","Q84","Y51","E01025043","5","E02005217","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374996","428695","E00127101","E01033231","E02005217","E56000018","E54000048","0101000020E6100000C3671F91A60B03C02B0AC68183E04A40"
"BB5 2BP","RX7A2","ACCRINGTON AMBULANCE STATION","Y62","Q83","BROAD OAK ROAD","","","ACCRINGTON","LANCASHIRE","20060701",,,"","RX7",,,,,,,"0",,"B",,,,"BB5  2BP","198001",,"3764","4281","E10000017","323","E07000120","E05005207","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFB01","LYFB01","1","30UGFB","E00127066","Q84","Y51","E01025037","5","E02005219","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","376482","428130","E00127066","E01025037","E02005219","E56000018","E54000048","0101000020E6100000D45FC87F68DD02C0350E4C62DFDF4A40"
"BB5 2BQ","RW5QF","WELL BEING PROJECT","Y62","Q84","MANCHESTER ROAD","","","ACCRINGTON","LANCASHIRE","20090401",,,"","RW5",,,,,,,"0",,"B",,,,"BB5  2BQ","198001",,"3763","4282","E10000017","323","E07000120","E05005207","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFB05","LYFB05","1","30UGFB","E00127076","Q84","Y51","E01025036","5","E02005219","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","376377","428236","E00127076","E01025036","E02005219","E56000018","E54000048","0101000020E610000044E85C8AAFE002C0A39A3472FEDF4A40"
"BB5 2EJ","REM83","ACCRINGTON PALS PRIMARY HEALTH CARE CENTRE","Y62","Q75","1 PARADISE STREET","","","ACCRINGTON","LANCASHIRE","20130401",,,"","REM",,,,,,,"0",,"B",,,,"BB5  2EJ","200710",,"3759","4283","E10000017","323","E07000120","E05005207","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFB04","LYFB04","1","30UGFB","E00127073","Q84","Y51","E01025036","5","E02005219","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375963","428341","E00127073","E01025036","E02005219","E56000018","E54000048","0101000020E61000008DC90F4D8FED02C053D033BF1CE04A40"
"BB5 3BE","RXR79","BROADFIELD SPECIAL SCHOOL","Y62","Q84","FIELDING LANE","OSWALDTWISTLE","","ACCRINGTON","LANCASHIRE","20080401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  3BE","198001",,"3745","4271","E10000017","323","E07000120","E05005213","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFJ07","LYFJ07","1","30UGFJ","E00127160","Q84","Y51","E01025056","5","E02005220","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374510","427122","E00127160","E01025056","E02005220","E56000018","E54000048","0101000020E610000004CEAB7A7A1A03C0235B8276B3DE4A40"
"BB5 3BP","RXR57","STONEBRIDGE HOUSE SURGERY","Y62","Q84","HEYS LANE","OSWALDTWISTLE","","ACCRINGTON","LANCASHIRE","20110401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  3BP","198001",,"3741","4272","E10000017","323","E07000120","E05005213","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFJ07","LYFJ07","1","30UGFJ","E00127167","Q84","Y51","E01025054","5","E02005220","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374104","427237","E00127167","E01025054","E02005220","E56000018","E54000048","0101000020E610000043942B9F1A2703C04A886BACD4DE4A40"
"BB5 3DD","RXR61","RHYDDINGS SURGERY","Y62","Q84","71 UNION ROAD","OSWALDTWISTLE","","ACCRINGTON","LANCASHIRE","20110401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  3DD","198001",,"3742","4279","E10000017","323","E07000120","E05005219","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFQ04","LYFQ04","1","30UGFQ","E00127267","Q84","Y51","E01025075","5","E02005218","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374244","427950","E00127267","E01025075","E02005218","E56000018","E54000048","0101000020E6100000D6556B1AE12203C0F9F6B9E3A6DF4A40"
"BB5 3JB","RXRD6","KUSUM MEDICAL CENTRE","Y62","Q84","274 UNION ROAD","OSWALDTWISTLE","","ACCRINGTON","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  3JB","198001",,"3739","4274","E10000017","323","E07000120","E05005219","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFQ06","LYFQ06","1","30UGFQ","E00127271","Q84","Y51","E01025076","5","E02005218","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","373942","427496","E00127271","E01025076","E02005218","E56000018","E54000048","0101000020E6100000BA3E68CC2D2C03C0DEA9CFAF20DF4A40"
"BB5 3JD","RXRE5","OSWALD MEDICAL CENTRE","Y62","Q84","296 UNION ROAD","OSWALDTWISTLE","","ACCRINGTON","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  3JD","198001",,"3737","4273","E10000017","323","E07000120","E05005219","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFQ07","LYFQ07","1","30UGFQ","E00127272","Q84","Y51","E01025076","5","E02005218","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","373717","427368","E00127272","E01025076","E02005218","E56000018","E54000048","0101000020E610000061D39A9B243303C052CF0F9EFADE4A40"
"BB5 3PH","RW5HT","OSWALDTWISTLE OUTREACH","Y62","Q84","42 NEW LANE","OSWALDTWISTLE","","ACCRINGTON","LANCASHIRE","20161001",,,"","RW5",,,,,,,"0",,"B",,,,"BB5  3PH","198001",,"3734","4271","E10000017","323","E07000120","E05005213","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFJ02","LYFJ02","1","30UGFJ","E00127155","Q84","Y51","E01025055","5","E02005218","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","373495","427161","E00127155","E01025055","E02005218","E56000018","E54000048","0101000020E61000004021FBE7FF3903C0E2A68F48BDDE4A40"
"BB5 4DS","RXRC1","DR JOSEPH'S PRACTICE","Y62","Q84","158 DILL HALL LANE","CHURCH","","ACCRINGTON","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  4DS","198001",,"3748","4294","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE02","LYFE02","1","30UGFE","E00127121","Q84","Y51","E01025044","5","E02005216","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374870","429490","E00127121","E01025044","E02005216","E56000018","E54000048","0101000020E61000006A907C7BB20F03C05C7FEF716DE14A40"
"BB5 4QG","RXR83","WHITE ASH SCHOOL","Y62","Q84","THWAITES ROAD","","OSWALDTWISTLE","ACCRINGTON","LANCASHIRE","20071001",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  4QG","198001",,"3732","4277","E10000017","323","E07000120","E05005220","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFR04","LYFR04","1","30UGFR","E00127287","Q84","Y51","E01025078","5","E02005218","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","373294","427719","E00127287","E01025078","E02005218","E56000018","E54000048","0101000020E6100000F9963EF0564003C04F62B34861DF4A40"
"BB5 4RY","RXRF7","THE PARK CHILD & FAMILY CENTRE","Y62","Q84","NORFOLK GROVE","CHURCH","","ACCRINGTON","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  4RY","198001",,"3751","4291","E10000017","323","E07000120","E05005210","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFE04","LYFE04","1","30UGFE","E00127112","Q84","Y51","E01025045","5","E02005216","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375163","429151","E00127112","E01025045","E02005216","E56000018","E54000048","0101000020E61000000A1AF30A8A0603C0027154110AE14A40"
"BB5 5AD","RW5WX","EAST LANCS RECOVERY TEAM","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20110401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5NR","START TEAM (THE MOUNT)","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20170401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5AD","THE MOUNT (ACCRINGTON)","Y62","Q84","WHALLEY ROAD","","","ACCRINGTON","LANCASHIRE","20040401",,,"","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5VA","HYNDBURN & ROSSENDALE COMPLEX CARE & TREATMENT TEAM","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20110401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5YA","HYNDBURN CMHT","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20091001",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5XY","HYNDBURN ASSERTIVE OUTREACH TEAM","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20091001",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5YD","HYNDBURN OLDER ADULT CMHT","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20091001",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5AD","RW5YC","HYNDBURN CRISIS RESOLUTION/HOME TREATMENT TEAM","Y62","Q84","THE MOUNT","WHALLEY ROAD","","ACCRINGTON","LANCASHIRE","20091001",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5AD","198001",,"3757","4295","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK04","LYFK04","1","30UGFK","E00127172","Q84","Y51","E01025059","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375713","429516","E00127172","E01025059","E02005215","E56000018","E54000048","0101000020E61000007FB3BD9C83F502C08ADD1B6B76E14A40"
"BB5 5DF","RW5QN","PAEDIATRIC LD SERVICE","Y62","Q84","WHALLEY ROAD","","","ACCRINGTON","LANCASHIRE","20160401",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5DF","198001",,"3754","4299","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK03","LYFK03","1","30UGFK","E00127183","Q84","Y51","E01025058","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375486","429936","E00127183","E01025058","E02005215","E56000018","E54000048","0101000020E610000021510868A2FC02C01E1787C3F1E14A40"
"BB5 5DF","RW5XA","EAST LANCS EARLY INTERVENTION SERVICE","Y62","Q84","WHALLEY ROAD","","","ACCRINGTON","LANCASHIRE","20081001",,,"X","RW5",,,,,,,"0",,"B",,,,"BB5  5DF","198001",,"3754","4299","E10000017","323","E07000120","E05005214","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK03","LYFK03","1","30UGFK","E00127183","Q84","Y51","E01025058","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375486","429936","E00127183","E01025058","E02005215","E56000018","E54000048","0101000020E610000021510868A2FC02C01E1787C3F1E14A40"
"BB5 5EE","RXR55","WHALLEY ROAD SURGERY","Y62","Q84","47 WHALLEY ROAD","CLAYTON LE MOORS","","ACCRINGTON","LANCASHIRE","20110401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  5EE","198001",,"3752","4302","E10000017","323","E07000120","E05005206","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFA04","LYFA04","1","30UGFA","E00127054","Q84","Y51","E01025034","5","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375259","430271","E00127054","E01025034","E02005213","E56000018","E54000048","0101000020E6100000336519F0BD0303C0FC877B1254E24A40"
"BB5 5LT","RXRF3","SILVER BIRCHES FAMILY CENTRE","Y62","Q84","ATLAS STREET","CLAYTON LE MOORS","","ACCRINGTON","LANCASHIRE","20090401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  5LT","198001",,"3751","4302","E10000017","323","E07000120","E05005206","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFA04","LYFA04","1","30UGFA","E00127058","Q84","Y51","E01025034","5","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375156","430239","E00127058","E01025034","E02005213","E56000018","E54000048","0101000020E610000028C3E2D2EF0603C05E57867C4AE24A40"
"BB5 5LT","RW5QC","SILVER BIRCHES FAMILY CENTRE","Y54","Q84","ATLAS STREET","CLAYTON LE MOORS","","ACCRINGTON","LANCASHIRE","20080401","20181231",,"","RW5",,,,,,,"0",,"B",,,,"BB5  5LT","198001",,"3751","4302","E10000017","323","E07000120","E05005206","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFA04","LYFA04","1","30UGFA","E00127058","Q84","Y51","E01025034","5","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375156","430239","E00127058","E01025034","E02005213","E56000018","E54000048","0101000020E610000028C3E2D2EF0603C05E57867C4AE24A40"
"BB5 5NH","RXR64","MOUNT PLEASANT CHILDRENS CENTRE","Y62","Q84","EARL STREET","CLAYTON LE MOORS","","ACCRINGTON","LANCASHIRE","20110401",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  5NH","198001",,"3749","4307","E10000017","323","E07000120","E05005206","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFF12","LYFF12","1","30UGFF","E00127053","Q84","Y51","E01025032","5","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374931","430778","E00127053","E01025032","E02005213","E56000018","E54000048","0101000020E610000032C9447B040E03C0ED92A5DFE8E24A40"
"BB5 5NY","RXRJ9","CLAYTON LE MOORS AND ALTHAM CHILDREN'S CENTRE","Y62","Q84","ARTHUR STREET","CLAYTON LE MOORS","","ACCRINGTON","LANCASHIRE","20151001",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  5NY","198001",,"3747","4310","E10000017","323","E07000120","E05005211","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFF07","LYFF07","1","30UGFF","E00127139","Q84","Y51","E01025049","5","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","374743","431096","E00127139","E01025049","E02005213","E56000018","E54000048","0101000020E6100000AAA48BABE91303C0E800BA3A46E34A40"
"BB5 5UH","RX7A3","ALTHAM AMBULANCE STATION","Y62","Q83","BURNLEY ROAD","ALTHAM","","ACCRINGTON","LANCASHIRE","20060701",,,"","RX7",,,,,,,"0",,"B",,,,"BB5  5UH","198001",,"3767","4327","E10000017","323","E07000120","E05005206","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFA01","LYFA01","1","30UGFA","E00127062","Q84","Y51","E01025033","8","E02005213","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","376743","432774","E00127062","E01025033","E02005213","E56000018","E54000048","0101000020E6100000515D06E705D602C09A51FA7C37E54A40"
"BB5 6AS","RXR6F","ORTHOPAEDIC SURGERY - AVH","Y62","Q84","ACCRINGTON VICTORIA HOSPITAL","HAYWOOD ROAD","","ACCRINGTON","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","RXR60","ACCRINGTON VICTORIA HOSPITAL","Y62","Q84","HAYWOOD ROAD","","","ACCRINGTON","LANCASHIRE","20041001",,,"","RXR",,,,,,,"0",,"B",,,,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","RXN06","ACCRINGTON VICTORIA HOSPITAL","Y62","Q84","HAYWOOD ROAD","","","ACCRINGTON","LANCASHIRE","20050401",,,"","RXN",,,,,,,"0",,"B",,,,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","RXR6H","SPECIAL SURGERY - AVH","Y62","Q84","ACCRINGTON VICTORIA HOSPITAL","HAYWOOD ROAD","","ACCRINGTON","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","RW5AV","ACCRINGTON VICTORIA HOSPITAL","Y62","Q84","HAYWOOD ROAD","","","ACCRINGTON","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
"BB5 6AS","RXR6J","GENERAL SURGERY - AVH","Y62","Q84","ACCRINGTON VICTORIA HOSPITAL","HAYWOOD ROAD","","ACCRINGTON","LANCASHIRE","20041001",,,"X","RXR",,,,,,,"0",,"B",,,,"BB5  6AS","198001",,"3759","4293","E10000017","323","E07000120","E05005214","1","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UGFK09","LYFK09","1","30UGFK","E00127181","Q84","Y51","E01025057","5","E02005215","N01","N51","Q13","5G7","Y42","E14000758","Y1701","5NH","375907","429310","E00127181","E01025057","E02005215","E56000018","E54000048","0101000020E6100000716BD55974EF02C02A98930B3AE14A40"
