"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","status_code","organisation_sub_type_code","parent_organisation_code","join_parent_date","left_parent_date","contact_telephone_number","null_1","null_2","null_3","amended_record_indicator","null_4","current_care_organisation","null_5","null_6","null_7","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"BB7 1EU","FEQ95","THE CLITHEROE PHARMACY","Y62","Q84","UNIT 2, 32 KING STREET","CLITHEROE","LANCASHIRE","",,"19960909",,"A","1","P313","20040401",,"01200 423185",,,,"0",,"Q84",,,,"BB7  1EU","198001",,"3746","4410","E10000017","323","E07000124","E05012013","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFR04","MCFR04","1","30ULFR","E00128586","Q84","Y51","E01025334","5","E02005271","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","374688","441090","E00128586","E01025334","E02005271","E56000018","E54000048","0101000020E61000007F2A4A45501703C0CAA12E78C5EE4A40"
"BB7 2BT","FYQ04","BOOTS UK LIMITED","Y62","Q84","15-19 CASTLE STREET","CLITHEROE","LANCASHIRE","",,"19480101",,"A","1","P08F","20040401",,"01200 422569",,,,"0",,"Q84",,,,"BB7  2BT","198001",,"3743","4418","E10000017","323","E07000124","E05012015","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFK01","MCFK01","1","30ULFK","E00128600","Q84","Y51","E01025338","5","E02005272","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","374317","441822","E00128600","E01025338","E02005272","E56000018","E54000048","0101000020E6100000479B443EFE2203C0E263DC729CEF4A40"
"BB7 2EU","FQY67","PETER BUCKLEY (CLITHEROE) LTD","Y62","Q84","34 KING STREET","CLITHEROE","LANCASHIRE","",,"19880901",,"A","1","P336","20040401",,"01200 422961",,,,"0",,"Q84",,,,"BB7  2EU","198001",,"3742","4419","E10000017","323","E07000124","E05012015","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFK01","MCFK01","1","30ULFK","E00128600","Q84","Y51","E01025338","5","E02005272","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","374256","441953","E00128600","E01025338","E02005272","E56000018","E54000048","0101000020E61000005AD7936AEA2403C0AB38F8EDC2EF4A40"
"BB7 2EU","FFP28","LLOYDSPHARMACY","Y62","Q84","7-9 KING STREET","CLITHEROE","LANCASHIRE","",,"19930901",,"A","1","P07F","20040401",,"01200 422591",,,,"0",,"Q84",,,,"BB7  2EU","198001",,"3742","4419","E10000017","323","E07000124","E05012015","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFK01","MCFK01","1","30ULFK","E00128600","Q84","Y51","E01025338","5","E02005272","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","374256","441953","E00128600","E01025338","E02005272","E56000018","E54000048","0101000020E61000005AD7936AEA2403C0AB38F8EDC2EF4A40"
"BB7 9SL","FEP07","LLOYDSPHARMACY","Y62","Q84","40 KING STREET","WHALLEY","BLACKBURN","",,"19930901",,"A","1","P07F","20040401",,"01254 823278",,,,"0",,"Q84",,,,"BB7  9SL","199405",,"3733","4360","E10000017","323","E07000124","E05012022","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30ULFY05","MCFY05","1","30ULFY","E00128663","Q84","Y51","E01025351","6","E02005276","N01","N51","Q13","5G7","Y42","E14000894","Y1701","5NH","373346","436023","E00128663","E01025351","E02005276","E56000018","E54000048","0101000020E610000016B6F985334003C0F393F7FCEEE84A40"
"BB8 0HS","FQ019","BOOTS UK LIMITED","Y62","Q84","64 MARKET STREET","COLNE","LANCASHIRE","",,"19480101",,"A","1","P08F","20040401",,"01282 863502",,,,"0",,"Q84",,,,"BB8  0HS","198001",,"3891","4400","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT05","MAFT05","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389189","440091","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E6100000AD42CD44A65301C0B91ED1E3AFED4A40"
"BB8 0JZ","FKR21","COLNE HC PHARMACY","Y62","Q84","COLNE COMMUNITY HC","CRADDOCK ROAD","COLNE","LANCASHIRE",,"19480101",,"A","1","P60V","20040401",,"01282 866993",,,,"0",,"Q84",,,,"BB8  0JZ","198106",,"3891","4400","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT05","MAFT05","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389174","440028","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E6100000136330A71C5401C0774B42539DED4A40"
"BB8 0LJ","FPN11","EVERCARE PHARMACY","Y62","Q84","13 MARKET STREET","","COLNE","LANCASHIRE",,"20160506",,"A","1","P4DR","20160506",,"01282 863726",,,,"0",,"Q84",,,,"BB8  0LJ","198001",,"3891","4401","E10000017","323","E07000122","E05005261","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFL08","MAFL08","1","30UJFL","E00127935","Q84","Y51","E01025207","5","E02005243","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389100","440140","E00127935","E01025207","E02005243","E56000018","E54000048","0101000020E61000002815D2966C5601C0B1766A42BEED4A40"
"BB8 0LJ","FPN15","WELL COLNE - MARKET STREET","Y54","Q84","13 MARKET STREET","","COLNE","LANCASHIRE",,"20111014","20160505","C","1","P3L8","20111014","20160505","",,,,"0",,"Q84",,,,"BB8  0LJ","198001",,"3891","4401","E10000017","323","E07000122","E05005261","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFL08","MAFL08","1","30UJFL","E00127935","Q84","Y51","E01025207","5","E02005243","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389100","440140","E00127935","E01025207","E02005243","E56000018","E54000048","0101000020E61000002815D2966C5601C0B1766A42BEED4A40"
"BB8 0QF","FDY09","LEEDAMS PHARMACY","Y62","Q84","71-73 KEIGHLEY ROAD","COLNE","LANCASHIRE","",,"19480101",,"A","1","P3AE","20040401",,"01282 863231",,,,"0",,"Q84",,,,"BB8  0QF","198001",,"3896","4402","E10000017","323","E07000122","E05005261","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFL09","MAFL09","1","30UJFL","E00127950","Q84","Y51","E01025208","5","E02005243","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389631","440206","E00127950","E01025208","E02005243","E56000018","E54000048","0101000020E61000003F2A173FE54501C02D2ABA0ED2ED4A40"
"BB8 0RY","FWD90","ROWLANDS PHARMACY","Y62","Q84","7 ALBERT ROAD","COLNE","LANCASHIRE","",,"20070102",,"A","1","P79D","20070102",,"01282 863420",,,,"0",,"Q84",,,,"BB8  0RY","198001",,"3887","4399","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT04","MAFT04","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","388720","439992","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E61000005A15E1A13E6201C07BB31D6792ED4A40"
"BB8 0RY","FD558","DUCKWORTH'S PHARMACY LTD","Y42","Q31","7 ALBERT ROAD","COLNE","LANCASHIRE","",,"19480101","20070101","C","1","P0AW","20040401","20070101","01282 863420",,,,"0",,"5NH",,,,"BB8  0RY","198001",,"3887","4399","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT04","MAFT04","1","30UJFT","E00128040","Q84","Y51","E01025227","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","388720","439992","E00128040","E01025227","E02005246","E56000018","E54000048","0101000020E61000005A15E1A13E6201C07BB31D6792ED4A40"
"BB8 8LW","FGM92","ASDA PHARMACY","Y62","Q84","CORPORATION STREET","COLNE","LANCASHIRE","",,"20070402",,"A","1","P10F","20070402",,"01282 873510",,,,"0",,"Q84",,,,"BB8  8LW","198001",,"3873","4389","E10000017","323","E07000122","E05005268","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFT10","MAFT10","1","30UJFT","E00128051","Q84","Y51","E01025228","5","E02005246","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","387363","438936","E00128051","E01025228","E02005246","E56000018","E54000048","0101000020E61000006717FDBA678C01C0BCC0F95C5AEC4A40"
"BB8 9HY","FWA37","LLOYDSPHARMACY","Y54","Q84","WINDY BANK","COLNE","LANCASHIRE","",,"20100623","20190209","C","1","P07F","20160909","20190209","01282 663609",,,,"0",,"Q84",,,,"BB8  9HY","198001",,"3890","4403","E10000017","323","E07000122","E05005261","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFL08","MAFL08","1","30UJFL","E00127935","Q84","Y51","E01025207","5","E02005243","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","389073","440312","E00127935","E01025207","E02005243","E56000018","E54000048","0101000020E6100000570CD20B475701C0ABD59AE5F0ED4A40"
"BB9 0QW","FM816","CHAPEL HOUSE PHARMACY","Y62","Q84","194 CHAPEL HOUSE ROAD","NELSON","LANCASHIRE","",,"19951002",,"A","1","P16G","20040401",,"01282 613560",,,,"0",,"Q84",,,,"BB9  0QW","198001",,"3861","4371","E10000017","323","E07000122","E05005267","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFS07","MAFS07","1","30UJFS","E00128025","Q84","Y51","E01025224","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386117","437160","E00128025","E01025224","E02005250","E56000018","E54000048","0101000020E61000003D29F16706B301C01EB39D414EEA4A40"
"BB9 5HJ","FGE39","BRIERFIELD'S LATE NIGHT CHEMIST","Y62","Q84","19A CHAPEL STREET","BRIERFIELD","LANCASHIRE","",,"20111202",,"A","1","P3PF","20111202",,"01282 691399",,,,"0",,"Q84",,,,"BB9  5HJ","198001",,"3847","4365","E10000017","323","E07000122","E05005254","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD05","MAFD05","1","30UJFD","E00127834","Q84","Y51","E01025186","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384774","436593","E00127834","E01025186","E02005252","E56000018","E54000048","0101000020E61000007829188BC1DC01C0834E6F06A6E94A40"
"BB9 5NN","FX170","PENDLE PHARMACY","Y54","Q47","94 COLNE ROAD","BRIERFIELD","","",,"20121026","20131011","C","1","P0W0","20121026","20131011","01282 960191",,,,"0",,"Q47",,,,"BB9  5NN","198001",,"3846","4366","E10000017","323","E07000122","E05005254","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD04","MAFD04","1","30UJFD","E00127836","Q84","Y51","E01025185","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384685","436668","E00127836","E01025185","E02005252","E56000018","E54000048","0101000020E6100000FA59F06088DF01C0D644FF06BCE94A40"
"BB9 5NP","FM334","BRIERFIELD PHARMACY","Y54","Q84","67 COLNE ROAD","BRIERFIELD","LANCASHIRE","",,"20120420","20180630","C","1","P1NM","20120420","20180630","01282 697555",,,,"0",,"Q84",,,,"BB9  5NP","198001",,"3847","4367","E10000017","323","E07000122","E05005254","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD04","MAFD04","1","30UJFD","E00127842","Q84","Y51","E01025185","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384718","436715","E00127842","E01025185","E02005252","E56000018","E54000048","0101000020E61000009D197FC582DE01C0578BCAE6C9E94A40"
"BB9 5PH","FGQ81","WELL BRIERFIELD - COLNE ROAD","Y62","Q84","10-12 COLNE ROAD","BRIERFIELD","NELSON","LANCASHIRE",,"20000301",,"A","1","P0MG","20180320",,"01282 614650",,,,"0",,"Q84",,,,"BB9  5PH","198001",,"3846","4364","E10000017","323","E07000122","E05005254","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD04","MAFD04","1","30UJFD","E00127834","Q84","Y51","E01025186","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384659","436447","E00127834","E01025186","E02005252","E56000018","E54000048","0101000020E610000058C486A451E001C011431FEA7AE94A40"
"BB9 5SQ","FRH65","ROWLANDS PHARMACY","Y62","Q84","2-6 ARTHUR STREET","BRIERFIELD","NELSON","LANCASHIRE",,"20000502",,"A","1","P79D","20040401",,"01282 694422",,,,"0",,"Q84",,,,"BB9  5SQ","198001",,"3847","4365","E10000017","323","E07000122","E05005254","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFD04","MAFD04","1","30UJFD","E00127834","Q84","Y51","E01025186","5","E02005252","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","384791","436530","E00127834","E01025186","E02005252","E56000018","E54000048","0101000020E610000015D1357F38DC01C03900BA7C93E94A40"
"BB9 6EW","FCX23","VILLAGE PHARMACY","Y42","Q13","115 GISBURN ROAD","BARROWFORD","NELSON","LANCASHIRE",,"20040202","20050831","C","1","P92D","20040401","20050901","01282 612639",,,,"0",,"5G8",,,,"BB9  6EW","198001",,"3859","4395","E10000017","323","E07000122","E05005250","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFA07","MAFA07","1","30UJFA","E00127771","Q84","Y51","E01025176","5","E02005247","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385916","439584","E00127771","E01025176","E02005247","E56000018","E54000048","0101000020E61000003149613F82B901C0EE3933FA17ED4A40"
"BB9 6EW","FFW12","THE VILLAGE PHARMACY","Y62","Q84","110-112 GISBURN ROAD","BARROWFORD","NELSON","LANCASHIRE",,"20050901",,"A","1","P3CD","20050901",,"01282 612639",,,,"0",,"Q84",,,,"BB9  6EW","198001",,"3859","4395","E10000017","323","E07000122","E05005250","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFA07","MAFA07","1","30UJFA","E00127771","Q84","Y51","E01025176","5","E02005247","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385916","439584","E00127771","E01025176","E02005247","E56000018","E54000048","0101000020E61000003149613F82B901C0EE3933FA17ED4A40"
"BB9 7LS","FJR48","WHITWORTH CHEMIST","Y62","Q84","96 EVERY STREET","NELSON","LANCASHIRE","",,"20000327",,"A","1","P19M","20040401",,"01282 449935",,,,"0",,"Q84",,,,"BB9  7LS","198001",,"3857","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU04","MAFU04","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385795","437947","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000F998D2971EBD01C09D4D3CC035EB4A40"
"BB9 7LU","FW106","NELSON PHARMACY","Y62","Q84","41 EVERY STREET","NELSON","LANCASHIRE","",,"20090202",,"A","1","P2MR","20090202",,"01282 615041",,,,"0",,"Q84",,,,"BB9  7LU","198001",,"3859","4380","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU02","MAFU02","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385903","438050","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000EE8986A5C4B901C03188D52E54EB4A40"
"BB9 7NB","FAN20","DIRECT2CHEMIST","Y62","Q84","24A FOREST STREET","NELSON","","",,"20130501",,"A","1","P2DM","20130501",,"01282 786300",,,,"0",,"Q84",,,,"BB9  7NB","198001",,"3859","4381","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU02","MAFU02","1","30UJFU","E00127815","Q84","Y51","E01025182","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385981","438147","E00127815","E01025182","E02005248","E56000018","E54000048","0101000020E6100000D9734B8A59B701C04BB208D270EB4A40"
"BB9 7SR","FFT88","NELSON HEALTH CENTRE PHARMACY","Y62","Q84","YARNSPINNERS PRIMARY HCC","YARNSPINNERS WHARF","CARR ROAD, NELSON","LANCASHIRE",,"19480101",,"A","1","P85D","20040401",,"01282 694825",,,,"0",,"Q84",,,,"BB9  7SR","198001",,"3856","4379","E10000017","323","E07000122","E05005269","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFU03","MAFU03","1","30UJFU","E00128053","Q84","Y51","E01025230","5","E02005250","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385696","437999","E00128053","E01025230","E02005250","E56000018","E54000048","0101000020E6100000DF61B69C34C001C05736D4F944EB4A40"
"BB9 8EH","FJL94","TAYLORS CHEMIST","Y62","Q84","207 LEEDS ROAD","NELSON","LANCASHIRE","",,"20050301",,"A","1","P87P","20050301",,"01282 615325",,,,"0",,"Q84",,,,"BB9  8EH","198001",,"3865","4384","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC10","MAFC10","1","30UJFC","E00127828","Q84","Y51","E01025184","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386595","438429","E00127828","E01025184","E02005248","E56000018","E54000048","0101000020E6100000836CE80C44A401C0B1499B68C4EB4A40"
"BB9 8NT","FX511","NEWBRIDGE PHARMACY","Y62","Q84","61 NORA STREET","BARROWFORD","NELSON","LANCASHIRE",,"20031001",,"A","1","P9DW","20160217",,"01282 617317",,,,"0",,"Q84",,,,"BB9  8NT","198001",,"3856","4391","E10000017","323","E07000122","E05005250","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFA13","MAFA13","1","30UJFA","E00127774","Q84","Y51","E01025176","5","E02005247","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","385634","439121","E00127774","E01025176","E02005247","E56000018","E54000048","0101000020E610000048CD874D3EC201C0238AE55C8FEC4A40"
"BB9 8RP","FFK28","BOUNDARY PHARMACY","Y62","Q84","359 LEEDS ROAD","NELSON","LANCASHIRE","",,"19970801",,"A","1","P85D","20040401",,"01282 614855",,,,"0",,"Q84",,,,"BB9  8RP","198001",,"3869","4387","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC01","MAFC01","1","30UJFC","E00127822","Q84","Y51","E01025183","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386966","438713","E00127822","E01025183","E02005248","E56000018","E54000048","0101000020E61000004E707654BE9801C01266C75C18EC4A40"
"BB9 9EU","FE218","BARKERHOUSE PHARMACY","Y62","Q84","102-104 BARKERHOUSE ROAD","NELSON","LANCASHIRE","",,"20050401",,"A","1","P0F1","20050401",,"01282 612140",,,,"0",,"Q84",,,,"BB9  9EU","198001",,"3866","4378","E10000017","323","E07000122","E05005265","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFQ06","MAFQ06","1","30UJFQ","E00127988","Q84","Y51","E01025218","5","E02005249","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386689","437838","E00127988","E01025218","E02005249","E56000018","E54000048","0101000020E6100000BAAF9C8749A101C03F2A5B6E16EB4A40"
"BB9 9EU","FT402","IM HUDSON BSC MR PHARMS","Y42","Q13","102 BARKERHOUSE ROAD","NELSON","LANCASHIRE","",,"19861001","20050331","C","1","P936","20040401","20050401","01282 612140",,,,"0",,"5G8",,,,"BB9  9EU","198001",,"3866","4378","E10000017","323","E07000122","E05005265","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFQ06","MAFQ06","1","30UJFQ","E00127988","Q84","Y51","E01025218","5","E02005249","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386689","437838","E00127988","E01025218","E02005249","E56000018","E54000048","0101000020E6100000BAAF9C8749A101C03F2A5B6E16EB4A40"
"BB9 9SL","FG310","BOOTS UK LIMITED","Y62","Q84","2 MARSDEN MALL","PENDLERISE SHOP/CTR","NELSON","LANCASHIRE",,"19480101",,"A","1","P08F","20040401",,"01282 614643",,,,"0",,"Q84",,,,"BB9  9SL","198504",,"3860","4377","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC08","MAFC08","1","30UJFC","E00127814","Q84","Y51","E01025182","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386036","437785","E00127814","E01025182","E02005248","E56000018","E54000048","0101000020E61000006E7944A39AB501C098B46C4106EB4A40"
"BB9 9TD","FH050","TAYLOR F (CHEMISTS) LTD","Y42","Q13","68 LEEDS ROAD","NELSON","LANCASHIRE","",,"19480101","20050301","C","1","P2CV","20040401","20050301","01282 615325",,,,"0",,"5G8",,,,"BB9  9TD","198001",,"3861","4379","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC08","MAFC08","1","30UJFC","E00127815","Q84","Y51","E01025182","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386185","437964","E00127815","E01025182","E02005248","E56000018","E54000048","0101000020E61000003FF598D6FBB001C0F412E41A3BEB4A40"
"BB9 9UA","FMG88","PHARMADRUG DIRECT","Y62","Q84","99A LEEDS ROAD","NELSON","LANCASHIRE","",,"20130812",,"A","1","P2FT","20130812",,"01282 449942",,,,"0",,"Q84",,,,"BB9  9UA","198001",,"3863","4381","E10000017","323","E07000122","E05005253","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UJFC13","MAFC13","1","30UJFC","E00127812","Q84","Y51","E01025184","5","E02005248","N01","N51","Q13","5G8","Y42","E14000875","Y1701","5NH","386358","438122","E00127812","E01025184","E02005248","E56000018","E54000048","0101000020E61000006334B33C9DAB01C0B7DE07CA69EB4A40"
"BL0 0JQ","FHL56","STRACHANS CHEMIST","Y62","Q84","9 MARKET STREET","EDENFIELD, RAMSBOTTOM","BURY","LANCASHIRE",,"20120528",,"A","1","P0YH","20120528",,"01706 824747",,,,"0",,"Q84",,,,"BL0  0JQ","198001",,"3799","4193","E10000017","323","E07000125","E05005317","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UMFB03","MDFB03","1","30UMFB","E00128700","Q84","Y51","E01025358","6","E02005285","N01","N51","Q13","5G8","Y42","E14000902","Y1701","5NH","379925","419331","E00128700","E01025358","E02005285","E56000018","E54000048","0101000020E6100000C8D0EE144F7102C07FFEB7AAC4D54A40"
"BL0 0JQ","FTE24","VILLAGE PHARMACY","Y51","Q31","9 MARKET STREET","EDENFIELD, RAMSBOTTOM","BURY","LANCASHIRE",,"19880901","20120527","C","1","P327","20040401","20120527","01706 824747",,,,"0",,"5NH",,,,"BL0  0JQ","198001",,"3799","4193","E10000017","323","E07000125","E05005317","0","1","E92000001","Q31","E12000002","QCX","Y62","01A","30UMFB03","MDFB03","1","30UMFB","E00128700","Q84","Y51","E01025358","6","E02005285","N01","N51","Q13","5G8","Y42","E14000902","Y1701","5NH","379925","419331","E00128700","E01025358","E02005285","E56000018","E54000048","0101000020E6100000C8D0EE144F7102C07FFEB7AAC4D54A40"
"BL7 0AZ","FE889","GELOO BROTHERS LTD","Y62","Q84","365 BOLTON ROAD","EDGWORTH","BOLTON","",,"19960701",,"A","1","P16G","20040401",,"01204 852011",,,,"0",,"Q84",,,,"BL7  0AZ","198001",,"3741","4167","E99999999","324","E06000008","E05011524","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFN05","LSFN05","1","00EXMP","E00063655","Q84","Y51","E01012626","7","E02002632","N01","N51","Q13","5CC","Y42","E14000902","Y1701","TAP","374116","416770","E00063655","E01032486","E02002632","E56000018","E54000048","0101000020E61000005C23BB00EF2403C03418D5FFC9D24A40"
"FY1 1LR","FXH29","LLOYDSPHARMACY","Y62","Q84","110 TALBOT ROAD","BLACKPOOL","LANCASHIRE","",,"19990901",,"A","1","P07F","20040401",,"01253 627932",,,,"0",,"Q84",,,,"FY1  1LR","198001",,"3308","4364","E99999999","325","E06000009","E05001659","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFT01","LTFT01","1","00EYMT","E00064231","Q84","Y51","E01012737","5","E02002642","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","330862","436459","E00064231","E01012737","E02002642","E56000018","E54000048","0101000020E6100000C3AF1374D86908C05A5E5ED7EEE84A40"
"FY1 2HH","FQM02","WELL BLACKPOOL - ST PAULS MC","Y62","Q84","ST.PAULS MEDICAL CENTRE","231 DICKSON ROAD","BLACKPOOL","",,"19971020",,"A","1","P0MG","20180320",,"01253 25760",,,,"0",,"Q84",,,,"FY1  2HH","200006",,"3307","4374","E99999999","325","E06000009","E05001647","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFX17","LTFX17","1","00EYMX","E00063934","Q84","Y51","E01012681","5","E02002638","N01","N51","Q13","5HP","Y42","E14000572","Y1701","5HP","330777","437452","E00063934","E01012681","E02002638","E56000018","E54000048","0101000020E6100000556D6E9EF26C08C040E801E012EA4A40"
"FY1 2JL","FK164","PHARMACY@BLACKPOOL","Y54","Q47","299 DICKSON ROAD","BLACKPOOL","","",,"20130319","20130927","C","1","P1YL","20130319","20130927","01253 350216",,,,"0",,"Q47",,,,"FY1  2JL","198001",,"3307","4377","E99999999","325","E06000009","E05001662","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFX10","LTFX10","1","00EYMX","E00064308","Q84","Y51","E01012748","5","E02002638","N01","N51","Q13","5HP","Y42","E14000572","Y1701","5HP","330791","437768","E00064308","E01012748","E02002638","E56000018","E54000048","0101000020E610000071198479A86C08C02569C9FC6FEA4A40"
"FY1 2NL","FXT21","LLOYDSPHARMACY","Y54","Q84","109 EGERTON ROAD","BLACKPOOL","","LANCASHIRE",,"19990901","20180130","C","1","P07F","20040401","20180130","01253 294604",,,,"0",,"Q84",,,,"FY1  2NL","198001",,"3308","4370","E99999999","325","E06000009","E05001647","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFE11","LTFE11","1","00EYME","E00063944","Q84","Y51","E01012681","5","E02002638","N01","N51","Q13","5HP","Y42","E14000572","Y1701","5HP","330895","437066","E00063944","E01012681","E02002638","E56000018","E54000048","0101000020E61000000ED7F24D196908C0E73DF6B9A1E94A40"
"FY1 3JJ","FAQ62","WHITWORTH CHEMISTS LIMITED","Y62","Q84","80B CHARLES STREET","BLACKPOOL","","",,"19991101",,"A","1","P19M","20040401",,"01253 752344",,,,"0",,"Q84",,,,"FY1  3JJ","198001",,"3313","4365","E99999999","325","E06000009","E05001646","0","1","E92000001","Q31","E12000002","QCY","Y62","00R","30UCFT02","LTFT02","1","00EYMT","E00063902","Q84","Y51","E01012679","5","E02002640","N01","N51","Q13","5HP","Y42","E14000573","Y1701","5HP","331334","436556","E00063902","E01012679","E02002640","E56000018","E54000048","0101000020E6100000CE1FD08E355B08C0FF5A21750DE94A40"
